"PID","Attention_Check","Score","Item","Trait","Order"
33,"8",4,"the smart watch","trust","4"
33,"8",7,"the smart watch","reliable","13"
33,"8",2,"the smart watch","good-intentions","14"
33,"8",6,"Microsoft Copilot","trust","10"
33,"8",7,"Microsoft Copilot","reliable","1"
33,"8",2,"Microsoft Copilot","good-intentions","18"
33,"8",5,"the predictive policing algorithm","trust","12"
33,"8",6,"the predictive policing algorithm","reliable","2"
33,"8",3,"the predictive policing algorithm","good-intentions","11"
33,"8",3,"DALL-E","trust","6"
33,"8",7,"DALL-E","reliable","5"
33,"8",3,"DALL-E","good-intentions","3"
34,"8",6,"Apple’s Siri","trust","7"
34,"8",7,"Apple’s Siri","reliable","8"
34,"8",5,"Apple’s Siri","good-intentions","2"
34,"8",7,"the robot vacuum","trust","11"
34,"8",7,"the robot vacuum","reliable","12"
34,"8",5,"the robot vacuum","good-intentions","1"
34,"8",7,"the Instagram filter","trust","3"
34,"8",7,"the Instagram filter","reliable","13"
34,"8",7,"the Instagram filter","good-intentions","18"
34,"8",6,"the Artificial Moral Advisor","trust","14"
34,"8",6,"the Artificial Moral Advisor","reliable","6"
34,"8",7,"the Artificial Moral Advisor","good-intentions","16"
34,"8",6,"the predictive policing algorithm","trust","17"
34,"8",6,"the predictive policing algorithm","reliable","5"
34,"8",7,"the predictive policing algorithm","good-intentions","10"
34,"8",6,"the AI therapist","trust","15"
34,"8",7,"the AI therapist","reliable","4"
34,"8",7,"the AI therapist","good-intentions","9"
35,"1",5,"Google's AI Overviews","trust","4"
35,"1",5,"Google's AI Overviews","reliable","16"
35,"1",6,"Google's AI Overviews","good-intentions","10"
35,"1",3,"the self-driving car","trust","15"
35,"1",2,"the self-driving car","reliable","18"
35,"1",6,"the self-driving car","good-intentions","8"
35,"1",5,"Microsoft Copilot","trust","7"
35,"1",5,"Microsoft Copilot","reliable","11"
35,"1",5,"Microsoft Copilot","good-intentions","6"
35,"1",6,"Apple’s Siri","trust","5"
35,"1",5,"Apple’s Siri","reliable","9"
35,"1",6,"Apple’s Siri","good-intentions","3"
35,"1",6,"ChatGPT","trust","13"
35,"1",6,"ChatGPT","reliable","12"
35,"1",6,"ChatGPT","good-intentions","14"
35,"1",3,"the autonomous killer drone","trust","17"
35,"1",4,"the autonomous killer drone","reliable","2"
35,"1",3,"the autonomous killer drone","good-intentions","1"
36,"8",4,"the autonomous killer drone","trust","3"
36,"8",5,"the autonomous killer drone","reliable","11"
36,"8",2,"the autonomous killer drone","good-intentions","15"
36,"8",6,"Apple’s Siri","trust","6"
36,"8",6,"Apple’s Siri","reliable","1"
36,"8",5,"Apple’s Siri","good-intentions","14"
36,"8",6,"the self-driving car","trust","5"
36,"8",6,"the self-driving car","reliable","13"
36,"8",4,"the self-driving car","good-intentions","12"
36,"8",6,"ChatGPT","trust","18"
36,"8",6,"ChatGPT","reliable","17"
36,"8",5,"ChatGPT","good-intentions","4"
36,"8",5,"the Artificial Moral Advisor","trust","9"
36,"8",5,"the Artificial Moral Advisor","reliable","10"
36,"8",6,"the Artificial Moral Advisor","good-intentions","7"
36,"8",5,"the robot vacuum","trust","2"
36,"8",6,"the robot vacuum","reliable","8"
36,"8",4,"the robot vacuum","good-intentions","16"
37,"8",7,"the Instagram filter","trust","6"
37,"8",7,"the Instagram filter","reliable","5"
37,"8",1,"the Instagram filter","good-intentions","16"
37,"8",7,"the AI therapist","trust","17"
37,"8",5,"the AI therapist","reliable","11"
37,"8",5,"the AI therapist","good-intentions","9"
37,"8",7,"the Artificial Moral Advisor","trust","14"
37,"8",7,"the Artificial Moral Advisor","reliable","4"
37,"8",3,"the Artificial Moral Advisor","good-intentions","10"
37,"8",7,"the smart watch","trust","2"
37,"8",7,"the smart watch","reliable","3"
37,"8",2,"the smart watch","good-intentions","13"
37,"8",7,"the predictive sentencing algorithm","trust","7"
37,"8",2,"the predictive sentencing algorithm","reliable","12"
37,"8",1,"the predictive sentencing algorithm","good-intentions","18"
37,"8",7,"the predictive policing algorithm","trust","8"
37,"8",7,"the predictive policing algorithm","reliable","1"
37,"8",1,"the predictive policing algorithm","good-intentions","15"
38,"8",4,"Microsoft Copilot","trust","18"
38,"8",4,"Microsoft Copilot","reliable","1"
38,"8",4,"Microsoft Copilot","good-intentions","17"
38,"8",1,"the Instagram filter","trust","11"
38,"8",2,"the Instagram filter","reliable","16"
38,"8",2,"the Instagram filter","good-intentions","9"
38,"8",5,"the robot vacuum","trust","6"
38,"8",3,"the robot vacuum","reliable","12"
38,"8",5,"the robot vacuum","good-intentions","2"
38,"8",2,"the factory robot","trust","4"
38,"8",4,"the factory robot","reliable","5"
38,"8",1,"the factory robot","good-intentions","8"
38,"8",1,"the autonomous killer drone","trust","15"
38,"8",1,"the autonomous killer drone","reliable","14"
38,"8",1,"the autonomous killer drone","good-intentions","13"
38,"8",2,"Apple’s Siri","trust","7"
38,"8",5,"Apple’s Siri","reliable","3"
38,"8",2,"Apple’s Siri","good-intentions","10"
39,"8",1,"the Instagram filter","trust","10"
39,"8",2,"the Instagram filter","reliable","7"
39,"8",1,"the Instagram filter","good-intentions","6"
39,"8",2,"the AI photo editing tool","trust","14"
39,"8",5,"the AI photo editing tool","reliable","13"
39,"8",1,"the AI photo editing tool","good-intentions","15"
39,"8",5,"the smart watch","trust","4"
39,"8",7,"the smart watch","reliable","2"
39,"8",1,"the smart watch","good-intentions","1"
39,"8",7,"Amazon Alexa","trust","8"
39,"8",7,"Amazon Alexa","reliable","5"
39,"8",1,"Amazon Alexa","good-intentions","11"
39,"8",1,"the factory robot","trust","18"
39,"8",7,"the factory robot","reliable","3"
39,"8",1,"the factory robot","good-intentions","16"
39,"8",7,"the robot vacuum","trust","9"
39,"8",7,"the robot vacuum","reliable","17"
39,"8",1,"the robot vacuum","good-intentions","12"
40,"8",7,"Google's AI Overviews","trust","14"
40,"8",7,"Google's AI Overviews","reliable","15"
40,"8",3,"Google's AI Overviews","good-intentions","18"
40,"8",5,"the smart watch","trust","5"
40,"8",7,"the smart watch","reliable","7"
40,"8",4,"the smart watch","good-intentions","9"
40,"8",7,"the robot vacuum","trust","1"
40,"8",7,"the robot vacuum","reliable","16"
40,"8",4,"the robot vacuum","good-intentions","8"
40,"8",4,"Amazon Alexa","trust","12"
40,"8",7,"Amazon Alexa","reliable","13"
40,"8",4,"Amazon Alexa","good-intentions","4"
40,"8",4,"the Instagram filter","trust","6"
40,"8",7,"the Instagram filter","reliable","10"
40,"8",5,"the Instagram filter","good-intentions","2"
40,"8",6,"Apple’s Siri","trust","3"
40,"8",7,"Apple’s Siri","reliable","11"
40,"8",3,"Apple’s Siri","good-intentions","17"
41,"8",6,"the spam filter","trust","16"
41,"8",6,"the spam filter","reliable","10"
41,"8",5,"the spam filter","good-intentions","9"
41,"8",7,"DALL-E","trust","17"
41,"8",6,"DALL-E","reliable","4"
41,"8",4,"DALL-E","good-intentions","3"
41,"8",6,"the smart watch","trust","6"
41,"8",6,"the smart watch","reliable","13"
41,"8",4,"the smart watch","good-intentions","1"
41,"8",5,"Google's AI Overviews","trust","7"
41,"8",7,"Google's AI Overviews","reliable","8"
41,"8",5,"Google's AI Overviews","good-intentions","15"
41,"8",7,"the self-driving car","trust","2"
41,"8",7,"the self-driving car","reliable","5"
41,"8",4,"the self-driving car","good-intentions","11"
41,"8",7,"ChatGPT","trust","12"
41,"8",7,"ChatGPT","reliable","14"
41,"8",6,"ChatGPT","good-intentions","18"
42,"8",7,"Google's AI Overviews","trust","3"
42,"8",5,"Google's AI Overviews","reliable","6"
42,"8",5,"Google's AI Overviews","good-intentions","11"
42,"8",7,"the spam filter","trust","10"
42,"8",7,"the spam filter","reliable","2"
42,"8",7,"the spam filter","good-intentions","5"
42,"8",7,"the predictive sentencing algorithm","trust","15"
42,"8",7,"the predictive sentencing algorithm","reliable","16"
42,"8",7,"the predictive sentencing algorithm","good-intentions","14"
42,"8",7,"the audio transcription AI","trust","17"
42,"8",7,"the audio transcription AI","reliable","12"
42,"8",7,"the audio transcription AI","good-intentions","9"
42,"8",7,"the AI therapist","trust","1"
42,"8",7,"the AI therapist","reliable","18"
42,"8",7,"the AI therapist","good-intentions","4"
42,"8",7,"the Instagram filter","trust","7"
42,"8",7,"the Instagram filter","reliable","8"
42,"8",7,"the Instagram filter","good-intentions","13"
43,"8",5,"ChatGPT","trust","18"
43,"8",6,"ChatGPT","reliable","7"
43,"8",2,"ChatGPT","good-intentions","8"
43,"8",5,"the factory robot","trust","16"
43,"8",5,"the factory robot","reliable","13"
43,"8",3,"the factory robot","good-intentions","17"
43,"8",5,"the robot vacuum","trust","10"
43,"8",5,"the robot vacuum","reliable","11"
43,"8",2,"the robot vacuum","good-intentions","3"
43,"8",5,"Apple’s Siri","trust","6"
43,"8",5,"Apple’s Siri","reliable","15"
43,"8",5,"Apple’s Siri","good-intentions","1"
43,"8",5,"Microsoft Copilot","trust","14"
43,"8",5,"Microsoft Copilot","reliable","4"
43,"8",2,"Microsoft Copilot","good-intentions","5"
43,"8",6,"the predictive policing algorithm","trust","9"
43,"8",5,"the predictive policing algorithm","reliable","12"
43,"8",2,"the predictive policing algorithm","good-intentions","2"
44,"8",6,"Microsoft Copilot","trust","3"
44,"8",6,"Microsoft Copilot","reliable","4"
44,"8",6,"Microsoft Copilot","good-intentions","1"
44,"8",6,"Amazon Alexa","trust","10"
44,"8",6,"Amazon Alexa","reliable","18"
44,"8",5,"Amazon Alexa","good-intentions","17"
44,"8",6,"the smart watch","trust","2"
44,"8",5,"the smart watch","reliable","9"
44,"8",5,"the smart watch","good-intentions","15"
44,"8",6,"Google's AI Overviews","trust","7"
44,"8",5,"Google's AI Overviews","reliable","13"
44,"8",5,"Google's AI Overviews","good-intentions","14"
44,"8",6,"ChatGPT","trust","11"
44,"8",6,"ChatGPT","reliable","12"
44,"8",6,"ChatGPT","good-intentions","6"
44,"8",6,"the spam filter","trust","8"
44,"8",5,"the spam filter","reliable","16"
44,"8",5,"the spam filter","good-intentions","5"
45,"8",4,"the spam filter","trust","12"
45,"8",5,"the spam filter","reliable","3"
45,"8",1,"the spam filter","good-intentions","10"
45,"8",1,"the Instagram filter","trust","14"
45,"8",4,"the Instagram filter","reliable","13"
45,"8",2,"the Instagram filter","good-intentions","2"
45,"8",5,"Amazon Alexa","trust","7"
45,"8",7,"Amazon Alexa","reliable","6"
45,"8",1,"Amazon Alexa","good-intentions","5"
45,"8",4,"Apple’s Siri","trust","9"
45,"8",6,"Apple’s Siri","reliable","4"
45,"8",1,"Apple’s Siri","good-intentions","16"
45,"8",5,"the factory robot","trust","17"
45,"8",6,"the factory robot","reliable","8"
45,"8",1,"the factory robot","good-intentions","15"
45,"8",4,"the smart watch","trust","18"
45,"8",6,"the smart watch","reliable","1"
45,"8",1,"the smart watch","good-intentions","11"
46,"8",7,"the predictive sentencing algorithm","trust","4"
46,"8",7,"the predictive sentencing algorithm","reliable","17"
46,"8",4,"the predictive sentencing algorithm","good-intentions","14"
46,"8",7,"the Artificial Moral Advisor","trust","2"
46,"8",6,"the Artificial Moral Advisor","reliable","11"
46,"8",7,"the Artificial Moral Advisor","good-intentions","8"
46,"8",7,"the predictive policing algorithm","trust","10"
46,"8",7,"the predictive policing algorithm","reliable","6"
46,"8",4,"the predictive policing algorithm","good-intentions","13"
46,"8",7,"the Instagram filter","trust","1"
46,"8",6,"the Instagram filter","reliable","18"
46,"8",4,"the Instagram filter","good-intentions","12"
46,"8",7,"the autonomous killer drone","trust","5"
46,"8",6,"the autonomous killer drone","reliable","15"
46,"8",3,"the autonomous killer drone","good-intentions","16"
46,"8",7,"the AI photo editing tool","trust","7"
46,"8",7,"the AI photo editing tool","reliable","3"
46,"8",6,"the AI photo editing tool","good-intentions","9"
47,"2",7,"the autonomous killer drone","trust","9"
47,"2",7,"the autonomous killer drone","reliable","15"
47,"2",1,"the autonomous killer drone","good-intentions","11"
47,"2",1,"the spam filter","trust","14"
47,"2",1,"the spam filter","reliable","6"
47,"2",1,"the spam filter","good-intentions","13"
47,"2",7,"the AI photo editing tool","trust","3"
47,"2",7,"the AI photo editing tool","reliable","7"
47,"2",4,"the AI photo editing tool","good-intentions","1"
47,"2",5,"Google's AI Overviews","trust","2"
47,"2",7,"Google's AI Overviews","reliable","10"
47,"2",1,"Google's AI Overviews","good-intentions","17"
47,"2",7,"the self-driving car","trust","4"
47,"2",7,"the self-driving car","reliable","16"
47,"2",1,"the self-driving car","good-intentions","8"
47,"2",7,"the robot vacuum","trust","5"
47,"2",7,"the robot vacuum","reliable","18"
47,"2",1,"the robot vacuum","good-intentions","12"
48,"8",2,"the robot vacuum","trust","7"
48,"8",7,"the robot vacuum","reliable","5"
48,"8",1,"the robot vacuum","good-intentions","6"
48,"8",5,"the factory robot","trust","4"
48,"8",6,"the factory robot","reliable","15"
48,"8",1,"the factory robot","good-intentions","9"
48,"8",5,"the AI therapist","trust","11"
48,"8",7,"the AI therapist","reliable","3"
48,"8",1,"the AI therapist","good-intentions","1"
48,"8",6,"the Artificial Moral Advisor","trust","2"
48,"8",5,"the Artificial Moral Advisor","reliable","8"
48,"8",1,"the Artificial Moral Advisor","good-intentions","12"
48,"8",5,"the Instagram filter","trust","16"
48,"8",5,"the Instagram filter","reliable","13"
48,"8",1,"the Instagram filter","good-intentions","14"
48,"8",2,"the AI photo editing tool","trust","10"
48,"8",6,"the AI photo editing tool","reliable","18"
48,"8",1,"the AI photo editing tool","good-intentions","17"
49,"8",6,"Microsoft Copilot","trust","9"
49,"8",4,"Microsoft Copilot","reliable","3"
49,"8",4,"Microsoft Copilot","good-intentions","14"
49,"8",6,"the Instagram filter","trust","12"
49,"8",5,"the Instagram filter","reliable","6"
49,"8",2,"the Instagram filter","good-intentions","5"
49,"8",5,"the spam filter","trust","2"
49,"8",6,"the spam filter","reliable","11"
49,"8",2,"the spam filter","good-intentions","13"
49,"8",6,"Apple’s Siri","trust","1"
49,"8",6,"Apple’s Siri","reliable","10"
49,"8",4,"Apple’s Siri","good-intentions","4"
49,"8",6,"ChatGPT","trust","16"
49,"8",6,"ChatGPT","reliable","17"
49,"8",5,"ChatGPT","good-intentions","8"
49,"8",6,"the smart watch","trust","15"
49,"8",6,"the smart watch","reliable","7"
49,"8",4,"the smart watch","good-intentions","18"
50,"8",7,"ChatGPT","trust","17"
50,"8",2,"ChatGPT","reliable","10"
50,"8",1,"ChatGPT","good-intentions","13"
50,"8",7,"the AI photo editing tool","trust","16"
50,"8",7,"the AI photo editing tool","reliable","1"
50,"8",1,"the AI photo editing tool","good-intentions","15"
50,"8",1,"Amazon Alexa","trust","5"
50,"8",4,"Amazon Alexa","reliable","14"
50,"8",2,"Amazon Alexa","good-intentions","6"
50,"8",2,"DALL-E","trust","7"
50,"8",7,"DALL-E","reliable","2"
50,"8",1,"DALL-E","good-intentions","11"
50,"8",5,"Apple’s Siri","trust","3"
50,"8",4,"Apple’s Siri","reliable","18"
50,"8",1,"Apple’s Siri","good-intentions","8"
50,"8",4,"the Artificial Moral Advisor","trust","4"
50,"8",6,"the Artificial Moral Advisor","reliable","9"
50,"8",1,"the Artificial Moral Advisor","good-intentions","12"
51,"8",6,"Google's AI Overviews","trust","2"
51,"8",6,"Google's AI Overviews","reliable","8"
51,"8",3,"Google's AI Overviews","good-intentions","11"
51,"8",5,"ChatGPT","trust","13"
51,"8",7,"ChatGPT","reliable","10"
51,"8",6,"ChatGPT","good-intentions","1"
51,"8",6,"Amazon Alexa","trust","3"
51,"8",7,"Amazon Alexa","reliable","7"
51,"8",2,"Amazon Alexa","good-intentions","17"
51,"8",4,"Microsoft Copilot","trust","15"
51,"8",7,"Microsoft Copilot","reliable","6"
51,"8",5,"Microsoft Copilot","good-intentions","14"
51,"8",2,"the robot vacuum","trust","12"
51,"8",6,"the robot vacuum","reliable","5"
51,"8",2,"the robot vacuum","good-intentions","16"
51,"8",4,"the predictive policing algorithm","trust","18"
51,"8",4,"the predictive policing algorithm","reliable","4"
51,"8",3,"the predictive policing algorithm","good-intentions","9"
52,"8",6,"DALL-E","trust","1"
52,"8",7,"DALL-E","reliable","7"
52,"8",1,"DALL-E","good-intentions","8"
52,"8",6,"the spam filter","trust","16"
52,"8",7,"the spam filter","reliable","2"
52,"8",1,"the spam filter","good-intentions","4"
52,"8",2,"the smart watch","trust","5"
52,"8",7,"the smart watch","reliable","3"
52,"8",1,"the smart watch","good-intentions","11"
52,"8",6,"the self-driving car","trust","15"
52,"8",7,"the self-driving car","reliable","10"
52,"8",1,"the self-driving car","good-intentions","9"
52,"8",1,"the autonomous killer drone","trust","6"
52,"8",6,"the autonomous killer drone","reliable","14"
52,"8",1,"the autonomous killer drone","good-intentions","13"
52,"8",6,"Apple’s Siri","trust","18"
52,"8",7,"Apple’s Siri","reliable","17"
52,"8",1,"Apple’s Siri","good-intentions","12"
53,"8",7,"the autonomous killer drone","trust","16"
53,"8",7,"the autonomous killer drone","reliable","17"
53,"8",1,"the autonomous killer drone","good-intentions","3"
53,"8",7,"the spam filter","trust","12"
53,"8",7,"the spam filter","reliable","18"
53,"8",7,"the spam filter","good-intentions","11"
